setattrs_latency_avg,ceph01_ceph-osd.0.asok.txt,ceph01_ceph-osd.1.asok.txt,ceph01_ceph-osd.2.asok.txt,ceph01_ceph-osd.3.asok.txt,ceph01_ceph-osd.4.asok.txt,ceph01_ceph-osd.5.asok.txt,ceph01_ceph-osd.6.asok.txt,ceph01_ceph-osd.7.asok.txt,ceph02_ceph-osd.10.asok.txt,ceph02_ceph-osd.11.asok.txt,ceph02_ceph-osd.12.asok.txt,ceph02_ceph-osd.13.asok.txt,ceph02_ceph-osd.14.asok.txt,ceph02_ceph-osd.15.asok.txt,ceph02_ceph-osd.8.asok.txt,ceph02_ceph-osd.9.asok.txt,ceph03_ceph-osd.16.asok.txt,ceph03_ceph-osd.17.asok.txt,ceph03_ceph-osd.18.asok.txt,ceph03_ceph-osd.19.asok.txt,ceph03_ceph-osd.20.asok.txt,ceph03_ceph-osd.21.asok.txt,ceph03_ceph-osd.22.asok.txt,ceph03_ceph-osd.23.asok.txt,ceph04_ceph-osd.24.asok.txt,ceph04_ceph-osd.25.asok.txt,ceph04_ceph-osd.26.asok.txt,ceph04_ceph-osd.27.asok.txt,ceph04_ceph-osd.28.asok.txt,ceph04_ceph-osd.29.asok.txt,ceph04_ceph-osd.30.asok.txt,ceph04_ceph-osd.31.asok.txt
237,5.7e-05,5.8e-05,5.7e-05,6.5e-05,6e-05,5.7e-05,6e-05,6.2e-05,5.3e-05,5.3e-05,5.4e-05,5.4e-05,5.3e-05,5.2e-05,5.5e-05,5.4e-05,8.4e-05,7.3e-05,7.5e-05,7.4e-05,8e-05,8.1e-05,6.9e-05,8.1e-05,5.6e-05,5.9e-05,5.7e-05,6e-05,6.1e-05,5.7e-05,5.9e-05,6.3e-05
238,5.9e-05,5.4e-05,5.6e-05,5.5e-05,6e-05,5.3e-05,5.5e-05,5.3e-05,5.9e-05,6.4e-05,5.3e-05,5.4e-05,5.6e-05,5.8e-05,5.9e-05,6.3e-05,6e-05,6.4e-05,6.4e-05,6.4e-05,6.3e-05,6.8e-05,6.8e-05,6.9e-05,5.5e-05,4.9e-05,6e-05,5.3e-05,5e-05,5.4e-05,5.6e-05,5.4e-05
239,6.4e-05,6.6e-05,6.4e-05,6.5e-05,6.5e-05,6.7e-05,5.9e-05,5.8e-05,6.3e-05,5.9e-05,5.8e-05,5.6e-05,5.5e-05,5.4e-05,6e-05,5.9e-05,4.8e-05,5.2e-05,4.9e-05,4.7e-05,4.9e-05,4.7e-05,5e-05,4.7e-05,6.1e-05,7e-05,5.4e-05,5.5e-05,6.1e-05,6.3e-05,6e-05,6.5e-05
240,5.2e-05,5.5e-05,5.1e-05,4.9e-05,5.6e-05,5.8e-05,5.8e-05,5.2e-05,6.7e-05,6.4e-05,6.9e-05,7.1e-05,6.9e-05,6.7e-05,6.4e-05,6.5e-05,5.2e-05,4.6e-05,5.7e-05,5.6e-05,4.7e-05,5.2e-05,5.8e-05,5.2e-05,5.8e-05,5.5e-05,5.8e-05,5.6e-05,5.8e-05,5.9e-05,4.8e-05,5e-05
241,7.2e-05,7.9e-05,7.4e-05,8.4e-05,7.1e-05,6.7e-05,7.6e-05,7.6e-05,7.6e-05,6.8e-05,7.1e-05,7.1e-05,7.8e-05,8.2e-05,7.9e-05,7.9e-05,5.5e-05,6.1e-05,5.8e-05,5.4e-05,6.3e-05,6.4e-05,6.2e-05,6.1e-05,6.8e-05,7.3e-05,7.2e-05,7.6e-05,6.4e-05,7.1e-05,6.9e-05,7.4e-05
242,8.2e-05,7.7e-05,9.5e-05,7.7e-05,8e-05,7.8e-05,7.9e-05,7.5e-05,6.7e-05,6.4e-05,6.6e-05,6.9e-05,6.3e-05,6.1e-05,6.2e-05,6.3e-05,6.8e-05,6.5e-05,6.7e-05,6.7e-05,6.5e-05,6.8e-05,7.1e-05,7e-05,7.6e-05,9.3e-05,8.2e-05,7.8e-05,8.8e-05,9.5e-05,8.4e-05,7.8e-05
243,5.6e-05,5.8e-05,5.7e-05,5.6e-05,5.4e-05,6e-05,5.8e-05,5.4e-05,6.1e-05,5.6e-05,5.8e-05,5.3e-05,5.7e-05,5.6e-05,5.9e-05,5.6e-05,8.9e-05,8.3e-05,8.7e-05,8.5e-05,8.3e-05,8.6e-05,8.4e-05,9.2e-05,5.5e-05,5.8e-05,5.5e-05,5.5e-05,5.3e-05,5.2e-05,5.2e-05,5.8e-05
244,6.2e-05,6.1e-05,6.1e-05,6.7e-05,5.8e-05,5.9e-05,5.4e-05,6.5e-05,5.9e-05,5.9e-05,5.9e-05,6e-05,5.7e-05,6e-05,6e-05,6.1e-05,5.5e-05,5.8e-05,5.6e-05,5.6e-05,5.6e-05,5.6e-05,5.8e-05,5.5e-05,5.5e-05,6.2e-05,6.2e-05,5.5e-05,5.8e-05,5.9e-05,5.5e-05,5.9e-05
245,5.6e-05,5.6e-05,5.3e-05,5.5e-05,5.9e-05,5.7e-05,5.4e-05,5.5e-05,5.8e-05,5.9e-05,5.8e-05,5.7e-05,5.7e-05,5.6e-05,5.5e-05,6.3e-05,5.8e-05,5.6e-05,5.6e-05,5.9e-05,5.5e-05,6.7e-05,5.4e-05,5.4e-05,5.2e-05,5.1e-05,5.4e-05,5e-05,5.5e-05,5.7e-05,6e-05,5.5e-05
246,5.8e-05,5.6e-05,4.7e-05,5.2e-05,6e-05,4.7e-05,4.8e-05,4.6e-05,7.7e-05,6.1e-05,6.2e-05,6.1e-05,6e-05,5.4e-05,5.4e-05,5.7e-05,5.9e-05,5.4e-05,5.7e-05,5e-05,5.2e-05,5.1e-05,5.5e-05,4.9e-05,5.5e-05,5.5e-05,5.8e-05,5.9e-05,5.4e-05,5.3e-05,5e-05,5.1e-05
247,7.6e-05,8.7e-05,8e-05,8.7e-05,8.6e-05,8.7e-05,9e-05,8.9e-05,8.7e-05,8.3e-05,7.3e-05,7.9e-05,7.7e-05,6.5e-05,7.7e-05,8.1e-05,5e-05,5.7e-05,5.2e-05,4.8e-05,5.6e-05,5.6e-05,5.5e-05,5.4e-05,7.5e-05,8.5e-05,8.3e-05,7.9e-05,0.000102,7.7e-05,7.8e-05,7.9e-05
248,7.1e-05,6.8e-05,6.5e-05,7.3e-05,7.2e-05,7.2e-05,7.2e-05,8e-05,5.9e-05,5.3e-05,6.2e-05,5.5e-05,6e-05,5.9e-05,5.5e-05,5.8e-05,7.7e-05,9.1e-05,9.6e-05,8.1e-05,8.4e-05,8.4e-05,9.2e-05,8.4e-05,7.1e-05,6.6e-05,7.1e-05,7.1e-05,7.1e-05,7e-05,7.2e-05,7.7e-05
249,5.9e-05,5.2e-05,5.5e-05,5.3e-05,5.4e-05,5.9e-05,5.2e-05,5.1e-05,5.7e-05,5.4e-05,5.5e-05,5.5e-05,5.2e-05,5.7e-05,5.2e-05,5.3e-05,7.5e-05,7e-05,7.3e-05,7.1e-05,6.4e-05,6.6e-05,6.7e-05,7e-05,5.2e-05,5e-05,4.8e-05,4.9e-05,5.4e-05,5.4e-05,4.9e-05,4.9e-05
250,6.1e-05,5.6e-05,6.1e-05,5.7e-05,5.8e-05,5.8e-05,6.6e-05,5.4e-05,6.9e-05,6.2e-05,6.1e-05,6.1e-05,5.9e-05,6.4e-05,6.5e-05,6.5e-05,5.1e-05,5.2e-05,5e-05,4.9e-05,5e-05,5.6e-05,5.4e-05,4.9e-05,5.8e-05,5.9e-05,5.8e-05,7.6e-05,5.5e-05,5.7e-05,5.7e-05,5.9e-05
251,6.7e-05,5.2e-05,5.9e-05,6.4e-05,5.8e-05,5.9e-05,5.9e-05,5.5e-05,5.6e-05,5.7e-05,5.8e-05,5.3e-05,5.5e-05,5.7e-05,5.5e-05,5.8e-05,6.1e-05,6.6e-05,5.5e-05,5.9e-05,6e-05,6.4e-05,5.9e-05,5.2e-05,5.5e-05,5.7e-05,5.8e-05,5.6e-05,6e-05,5.6e-05,7.4e-05,6.1e-05
252,5.6e-05,5.5e-05,6.3e-05,5.4e-05,5.7e-05,5.4e-05,5.6e-05,5.3e-05,6e-05,6.4e-05,5.7e-05,6.5e-05,6.2e-05,5.2e-05,6e-05,6e-05,4.7e-05,4.9e-05,6.5e-05,5.9e-05,5.5e-05,5e-05,5.7e-05,5.5e-05,6.5e-05,5.8e-05,5.8e-05,5.8e-05,5.8e-05,6.2e-05,5.6e-05,5.8e-05
253,6.1e-05,6.3e-05,6.7e-05,7.1e-05,6.5e-05,7.6e-05,6.6e-05,7.1e-05,6.7e-05,5.9e-05,6e-05,6.2e-05,6.7e-05,6.2e-05,6.9e-05,7.6e-05,6.2e-05,6.3e-05,5.2e-05,5.3e-05,5.7e-05,6.1e-05,5.8e-05,5.7e-05,6.7e-05,7.3e-05,6.9e-05,5.8e-05,6.5e-05,6.7e-05,6e-05,6.3e-05
254,5.8e-05,6.2e-05,5.8e-05,7e-05,5.9e-05,6.3e-05,6.5e-05,6.4e-05,5e-05,5.1e-05,4.9e-05,5.1e-05,4.9e-05,5e-05,5.6e-05,5e-05,6.5e-05,6.7e-05,6e-05,6e-05,7.1e-05,6.8e-05,6.6e-05,6.6e-05,5.6e-05,5.7e-05,5.8e-05,5.8e-05,5.8e-05,6.3e-05,6e-05,6e-05
255,6.2e-05,5.6e-05,5.6e-05,5.8e-05,5.8e-05,5.2e-05,5.6e-05,5.4e-05,6.2e-05,6.1e-05,5.4e-05,5.7e-05,5.7e-05,5.7e-05,6.5e-05,6.2e-05,6.1e-05,5.8e-05,6e-05,6e-05,6.2e-05,6.2e-05,6e-05,5.8e-05,6e-05,5.5e-05,5.3e-05,5.1e-05,5.5e-05,4.8e-05,5.6e-05,5.2e-05
256,7.5e-05,6.6e-05,6.6e-05,6.1e-05,7e-05,6.8e-05,6.7e-05,6.3e-05,5.9e-05,5.6e-05,6e-05,6.1e-05,5.8e-05,5.8e-05,5e-05,6.6e-05,5.9e-05,5.8e-05,5.5e-05,5.4e-05,5.9e-05,5.5e-05,5.7e-05,5.7e-05,5.8e-05,6e-05,6.8e-05,6.1e-05,6.8e-05,6.8e-05,6.6e-05,6.6e-05
257,5.5e-05,5e-05,5.4e-05,5.3e-05,5.7e-05,5.2e-05,5.3e-05,5.3e-05,6e-05,6.2e-05,6.2e-05,7e-05,6.2e-05,6.2e-05,5.8e-05,5.8e-05,7e-05,6.8e-05,6.7e-05,6.1e-05,6.9e-05,5.5e-05,5.4e-05,5.6e-05,5.4e-05,5.5e-05,5.4e-05,5.2e-05,5.4e-05,5.5e-05,5.3e-05,5.5e-05
258,5.8e-05,6.6e-05,4.8e-05,5.1e-05,5.8e-05,5.5e-05,5.6e-05,5.9e-05,5.9e-05,5.2e-05,5.6e-05,5.3e-05,5.7e-05,5.3e-05,5.4e-05,5.2e-05,4.5e-05,4.6e-05,5.3e-05,4.7e-05,4.4e-05,4.9e-05,5e-05,5.3e-05,6.3e-05,5.8e-05,6.2e-05,6.3e-05,6.1e-05,6e-05,4.9e-05,5.1e-05
259,5.5e-05,5.8e-05,5.8e-05,6.4e-05,6.6e-05,6.7e-05,6.2e-05,6.4e-05,6.2e-05,6.4e-05,6.8e-05,6.1e-05,7e-05,6.3e-05,6.8e-05,6.6e-05,6.1e-05,6.2e-05,5.1e-05,5.2e-05,6.1e-05,6.1e-05,6.1e-05,6.3e-05,6.9e-05,6.8e-05,6.4e-05,6.5e-05,7.3e-05,6.6e-05,6.5e-05,6.8e-05
260,5.9e-05,5.6e-05,6e-05,6.6e-05,5.8e-05,6e-05,5.7e-05,5.8e-05,6e-05,6.3e-05,5.9e-05,5.9e-05,5.7e-05,6.1e-05,6.1e-05,5.9e-05,6.1e-05,6.7e-05,6.8e-05,6.3e-05,6.1e-05,6.5e-05,6.9e-05,6.7e-05,5.9e-05,5.5e-05,5.5e-05,5.4e-05,5.7e-05,5.9e-05,5.8e-05,5.5e-05
261,6e-05,6.5e-05,6e-05,6.5e-05,6e-05,5.9e-05,6.1e-05,6.2e-05,5.7e-05,5.1e-05,4.7e-05,5.7e-05,5.5e-05,5.6e-05,5.1e-05,5.3e-05,5.6e-05,5.5e-05,6.1e-05,6.6e-05,6.5e-05,6.2e-05,5.9e-05,6.2e-05,5.9e-05,5.7e-05,6.4e-05,7.2e-05,5e-05,5.5e-05,6.1e-05,6.6e-05
262,7e-05,7e-05,6.6e-05,6.7e-05,6.6e-05,6.1e-05,5.7e-05,6e-05,6.2e-05,6.1e-05,6.2e-05,6.2e-05,6.4e-05,6.2e-05,6e-05,6.3e-05,6.2e-05,6.3e-05,6.5e-05,5.8e-05,6.4e-05,6.2e-05,6e-05,6.4e-05,5.2e-05,7.2e-05,6.1e-05,5.9e-05,6.6e-05,6.6e-05,6.1e-05,6.9e-05
263,5.5e-05,4.9e-05,5e-05,5.1e-05,5.8e-05,5.2e-05,5.3e-05,5.1e-05,6.7e-05,6.8e-05,6.5e-05,7e-05,6e-05,6.8e-05,6.4e-05,6e-05,6.1e-05,6.2e-05,6.2e-05,6.1e-05,6e-05,6e-05,6.2e-05,5.8e-05,5.2e-05,5.2e-05,5.6e-05,5.7e-05,5.5e-05,5.9e-05,5e-05,5.4e-05
264,6.5e-05,6.8e-05,5.4e-05,6e-05,6.5e-05,6.2e-05,6.1e-05,6.2e-05,5.8e-05,6.1e-05,5.5e-05,5.4e-05,5.9e-05,6.5e-05,5.8e-05,5.8e-05,4.3e-05,4.4e-05,5.5e-05,5.4e-05,4.6e-05,4.6e-05,4.9e-05,5e-05,6.1e-05,6.2e-05,6.2e-05,6.2e-05,6.1e-05,5.8e-05,5.3e-05,5.4e-05
265,5.4e-05,5e-05,5.9e-05,6.1e-05,5.6e-05,5.4e-05,6e-05,5.9e-05,5.3e-05,5.3e-05,5.2e-05,5.1e-05,5.4e-05,5.7e-05,5.9e-05,5.8e-05,6.1e-05,6e-05,5.5e-05,6.3e-05,6.4e-05,6.3e-05,6.3e-05,5.9e-05,5.8e-05,6e-05,5.8e-05,6.2e-05,6.2e-05,5.8e-05,6e-05,5.8e-05
266,5.9e-05,6e-05,5.6e-05,5.7e-05,5.6e-05,5.4e-05,5.5e-05,5.3e-05,6.2e-05,5.8e-05,5.9e-05,5.5e-05,4.9e-05,4.9e-05,5.4e-05,5.8e-05,5.8e-05,6e-05,5.6e-05,5.6e-05,6.5e-05,6.7e-05,6.1e-05,6.4e-05,5.4e-05,5.3e-05,5.7e-05,5.8e-05,6.3e-05,5.8e-05,5.6e-05,5.6e-05
267,6.7e-05,6.5e-05,6.6e-05,6.7e-05,7.4e-05,7e-05,6.5e-05,6.6e-05,6.4e-05,6.5e-05,6.4e-05,6.5e-05,6e-05,6.2e-05,6.7e-05,6.5e-05,5.7e-05,6.2e-05,6.1e-05,5.9e-05,6.2e-05,5.9e-05,6.2e-05,6.2e-05,6.1e-05,6.9e-05,7.9e-05,6.4e-05,5.6e-05,5.5e-05,6.7e-05,6.7e-05
268,5.9e-05,5.7e-05,5.8e-05,5.7e-05,5.8e-05,5.9e-05,5.5e-05,6.1e-05,6.6e-05,6.5e-05,6.8e-05,6.4e-05,6.7e-05,6.7e-05,6.5e-05,6.2e-05,6.8e-05,6.4e-05,6.9e-05,6.2e-05,6.7e-05,6.4e-05,6.7e-05,6.7e-05,6e-05,5.9e-05,5.9e-05,6e-05,5.8e-05,5.9e-05,5.7e-05,5.7e-05
269,6.2e-05,6.2e-05,6.1e-05,6.7e-05,6.3e-05,6.7e-05,6.2e-05,6.4e-05,6.2e-05,5.8e-05,5.7e-05,6.2e-05,5.8e-05,6.1e-05,5.7e-05,5.5e-05,4.9e-05,5.7e-05,5.2e-05,5.8e-05,5e-05,5.4e-05,4.9e-05,5.6e-05,6.1e-05,5.9e-05,6e-05,6e-05,6.3e-05,6.3e-05,6.1e-05,6.1e-05
270,6.5e-05,5.7e-05,5e-05,5.2e-05,6.1e-05,6.7e-05,5.7e-05,5.7e-05,5.7e-05,5.6e-05,5.4e-05,5e-05,5.6e-05,5.7e-05,5.2e-05,5.8e-05,5.5e-05,6.1e-05,6.7e-05,7.2e-05,5.7e-05,6e-05,5.3e-05,6.3e-05,5.8e-05,6.8e-05,5.9e-05,5.9e-05,6.2e-05,6.5e-05,5.3e-05,5.5e-05
271,5e-05,5.3e-05,5.6e-05,5.8e-05,5.1e-05,5.5e-05,6.3e-05,6.4e-05,5.9e-05,5.9e-05,5.7e-05,5.6e-05,6.1e-05,6.3e-05,6.4e-05,6.5e-05,5.7e-05,6.2e-05,5.3e-05,5.6e-05,6.3e-05,5.9e-05,6.4e-05,5.7e-05,6.4e-05,5.7e-05,5.8e-05,5.8e-05,6e-05,6.3e-05,5.6e-05,5.4e-05
272,6.9e-05,6.8e-05,6.5e-05,6.6e-05,6.7e-05,6.8e-05,7.1e-05,6.9e-05,6.2e-05,5.9e-05,6.1e-05,6e-05,6.5e-05,6.1e-05,6.5e-05,6.7e-05,5.4e-05,6e-05,5.9e-05,5.3e-05,5.8e-05,5.5e-05,5.9e-05,5.7e-05,5.7e-05,5.7e-05,6.4e-05,6.5e-05,6.7e-05,6.8e-05,6.1e-05,6.3e-05
273,7e-05,6.5e-05,6.6e-05,6.5e-05,6.3e-05,6e-05,6.5e-05,6.1e-05,6e-05,6.7e-05,7e-05,6.7e-05,6.4e-05,6.4e-05,6.1e-05,6.8e-05,7e-05,6.9e-05,6.5e-05,6.9e-05,6.2e-05,6.4e-05,6.3e-05,6.7e-05,6.1e-05,6.6e-05,7.3e-05,6.7e-05,6.5e-05,7.6e-05,6.7e-05,7.5e-05
274,6.1e-05,5.9e-05,5.8e-05,6.4e-05,6.9e-05,6.5e-05,6e-05,6.1e-05,8.5e-05,6.6e-05,6.9e-05,7.1e-05,6.6e-05,6.7e-05,6.6e-05,6.9e-05,6.4e-05,6.3e-05,6.3e-05,6.9e-05,7e-05,6.1e-05,6.6e-05,6.5e-05,5.8e-05,6e-05,5.7e-05,6.4e-05,6.3e-05,6.2e-05,6.2e-05,6.2e-05
275,6.1e-05,6e-05,6.1e-05,6.7e-05,6.6e-05,5.5e-05,6.1e-05,6.1e-05,6.1e-05,6.5e-05,6.3e-05,5.9e-05,6e-05,5.8e-05,5.7e-05,5.9e-05,6.2e-05,6.1e-05,5.9e-05,5.5e-05,6.2e-05,6.6e-05,5.5e-05,5.8e-05,6.2e-05,5.9e-05,6.1e-05,6e-05,5.8e-05,5.9e-05,6.8e-05,6.4e-05
276,6.2e-05,6.6e-05,4.9e-05,5.2e-05,5.5e-05,5.4e-05,5.7e-05,5.1e-05,5e-05,5.2e-05,4.6e-05,4.2e-05,5e-05,4.5e-05,5e-05,4.8e-05,5e-05,5.4e-05,6.5e-05,6.3e-05,5.1e-05,5.4e-05,5.3e-05,5.7e-05,5.6e-05,5.7e-05,5.3e-05,5.3e-05,5.6e-05,5.9e-05,4.9e-05,4.8e-05
277,5.7e-05,5.7e-05,6.3e-05,6.6e-05,6.7e-05,6.2e-05,6e-05,6e-05,6.8e-05,8e-05,6.6e-05,6.8e-05,6.8e-05,6.8e-05,6.6e-05,7.2e-05,6.1e-05,5.8e-05,6.3e-05,5.3e-05,6.1e-05,6.1e-05,6.3e-05,6.3e-05,6.3e-05,6.1e-05,6.5e-05,6.1e-05,6.3e-05,6.5e-05,5.4e-05,5.8e-05
278,6.4e-05,6.8e-05,7e-05,6.9e-05,6.6e-05,6.3e-05,6.9e-05,6.7e-05,6.1e-05,6.3e-05,6.5e-05,6.4e-05,5.9e-05,6.2e-05,5.8e-05,7e-05,5.7e-05,6.8e-05,5.7e-05,5.5e-05,6.1e-05,6.1e-05,6e-05,5.9e-05,6.2e-05,6e-05,6.3e-05,6e-05,7.1e-05,7.1e-05,6.7e-05,6.2e-05
279,7.5e-05,6.2e-05,6.2e-05,6.7e-05,6.8e-05,6.9e-05,7.4e-05,7.1e-05,7e-05,7.8e-05,7.4e-05,6.9e-05,7.2e-05,7.5e-05,6.7e-05,6.4e-05,6.6e-05,7e-05,6.5e-05,6.8e-05,6.6e-05,7.6e-05,7.4e-05,6.7e-05,6.6e-05,7.3e-05,7e-05,7.8e-05,6.8e-05,6.7e-05,6.9e-05,7e-05
280,6.2e-05,6e-05,5.9e-05,6.5e-05,6.5e-05,5.8e-05,6.7e-05,6.4e-05,6.4e-05,6.1e-05,6.4e-05,6.8e-05,6.1e-05,6.5e-05,6.5e-05,6e-05,6.5e-05,6.8e-05,6.7e-05,6.5e-05,6.9e-05,7.5e-05,6.6e-05,6.1e-05,5.7e-05,6.1e-05,5.9e-05,6.3e-05,6e-05,6.2e-05,5.5e-05,6.2e-05
281,5.7e-05,5.2e-05,5.4e-05,5.4e-05,5.4e-05,5.1e-05,5.3e-05,5.4e-05,5e-05,5e-05,4.8e-05,5e-05,5e-05,5.1e-05,5.5e-05,5.2e-05,5e-05,5.6e-05,5.6e-05,5e-05,5.6e-05,5.3e-05,5.3e-05,5.4e-05,5.3e-05,5e-05,4.7e-05,4.5e-05,4.8e-05,5.2e-05,6.5e-05,6.2e-05
282,6.2e-05,5.8e-05,5.5e-05,6.1e-05,6.3e-05,6.5e-05,5.7e-05,6.5e-05,6.8e-05,5.8e-05,5e-05,5.1e-05,5.2e-05,5.1e-05,5.7e-05,5.9e-05,4.8e-05,4.7e-05,6.3e-05,5.6e-05,5.1e-05,5.2e-05,5.6e-05,5.4e-05,6.3e-05,6.6e-05,6.2e-05,5.9e-05,6.2e-05,6e-05,5.3e-05,5.6e-05
283,6.9e-05,5.9e-05,6.1e-05,6.9e-05,6.4e-05,6.7e-05,5.8e-05,5.3e-05,6.3e-05,7e-05,6.8e-05,6.8e-05,6.5e-05,6.9e-05,6.4e-05,6.8e-05,6.3e-05,5.6e-05,5.2e-05,5.4e-05,5.8e-05,5.8e-05,5.8e-05,5.9e-05,6.9e-05,5.8e-05,6.5e-05,7.2e-05,7e-05,7.3e-05,5.8e-05,5.7e-05
284,5.9e-05,5.8e-05,6.3e-05,5.7e-05,5.7e-05,5.6e-05,6.5e-05,6.6e-05,5.8e-05,6.2e-05,6.2e-05,6.2e-05,6.3e-05,6.2e-05,5.5e-05,6.5e-05,6.3e-05,6.5e-05,6.1e-05,6.6e-05,5.9e-05,6.1e-05,5.8e-05,6.1e-05,5.4e-05,5.8e-05,5.5e-05,5.5e-05,5.5e-05,5.8e-05,5.9e-05,5.7e-05
285,8.4e-05,7.4e-05,7.5e-05,7.5e-05,8e-05,7.2e-05,7.6e-05,8.4e-05,7.5e-05,7.6e-05,7.5e-05,6.6e-05,8.5e-05,6.8e-05,7.1e-05,7.2e-05,5.9e-05,5.9e-05,5.9e-05,6.3e-05,6.1e-05,6.6e-05,5.8e-05,6e-05,7.5e-05,7.5e-05,8.3e-05,8.3e-05,8e-05,7.1e-05,8.3e-05,7.4e-05
286,5.2e-05,5.2e-05,5.9e-05,6e-05,6e-05,5.5e-05,5.6e-05,5.5e-05,5.7e-05,5.7e-05,5.6e-05,5.8e-05,6.4e-05,5.9e-05,6e-05,5.8e-05,6.7e-05,7.3e-05,7.2e-05,7.3e-05,7.5e-05,7.5e-05,7e-05,6.8e-05,5.4e-05,5.8e-05,5.6e-05,5.9e-05,5.9e-05,5.3e-05,5.8e-05,5.9e-05
287,5.5e-05,5.4e-05,5.3e-05,4.9e-05,6.1e-05,5.7e-05,5.3e-05,5.7e-05,5.3e-05,5e-05,4.4e-05,4.8e-05,4.7e-05,5e-05,5.1e-05,5.1e-05,5.7e-05,5.5e-05,5.2e-05,5.2e-05,6.1e-05,6.5e-05,5.7e-05,6.4e-05,5.8e-05,5.4e-05,4.9e-05,6e-05,5.2e-05,5.6e-05,6.4e-05,5.4e-05
288,5.9e-05,6.3e-05,6.4e-05,6.1e-05,6.1e-05,6.2e-05,6.4e-05,5.4e-05,6e-05,6.4e-05,5.8e-05,6e-05,6e-05,5.1e-05,6e-05,6.2e-05,5e-05,4.9e-05,5.5e-05,5.3e-05,5.4e-05,4.9e-05,5e-05,5e-05,6.2e-05,6.2e-05,6.5e-05,5.8e-05,6e-05,6.7e-05,6.1e-05,5.5e-05
289,6.4e-05,5.7e-05,6.2e-05,6.5e-05,6.6e-05,7.1e-05,6.4e-05,6.4e-05,7.3e-05,7.4e-05,7e-05,8.2e-05,7.3e-05,7e-05,6.8e-05,7.1e-05,6e-05,6.6e-05,6.1e-05,5.9e-05,6.6e-05,5.8e-05,6.4e-05,6.5e-05,5.7e-05,5.7e-05,6.3e-05,6.5e-05,6.8e-05,6.6e-05,6.3e-05,6.9e-05
290,7.9e-05,7.9e-05,7.8e-05,7.2e-05,7.4e-05,7e-05,7.4e-05,8.1e-05,7.4e-05,7.3e-05,7.3e-05,7.2e-05,6.5e-05,7.2e-05,7.5e-05,6.6e-05,5.8e-05,5.8e-05,5.8e-05,5.9e-05,5.6e-05,6.1e-05,5.7e-05,6.2e-05,7e-05,7.2e-05,8.4e-05,7.2e-05,8.7e-05,6.9e-05,8.4e-05,7.4e-05
291,6.2e-05,6.3e-05,6.4e-05,6e-05,6.5e-05,6.8e-05,6.2e-05,6.5e-05,7e-05,7e-05,6.6e-05,6.5e-05,6.5e-05,6.4e-05,6.5e-05,6.3e-05,7.9e-05,7.5e-05,6.9e-05,7.7e-05,7.9e-05,7.4e-05,8e-05,6.9e-05,6e-05,6.6e-05,6.5e-05,6.9e-05,6.6e-05,7e-05,6e-05,5.8e-05
292,4.9e-05,4.5e-05,4.5e-05,5.4e-05,4.7e-05,4.5e-05,4.4e-05,4.4e-05,4.7e-05,4.6e-05,4.4e-05,4.5e-05,4.7e-05,4.2e-05,4.6e-05,4.6e-05,6.8e-05,6.6e-05,6.8e-05,6.2e-05,5.7e-05,6.7e-05,6.5e-05,7e-05,4.4e-05,4.6e-05,4.6e-05,4.2e-05,4.9e-05,4.6e-05,4.7e-05,4.9e-05
293,5.9e-05,5.5e-05,4.6e-05,4.9e-05,5.7e-05,5.5e-05,5.2e-05,4.8e-05,5.4e-05,5.8e-05,4.7e-05,5e-05,5.6e-05,5.1e-05,5.8e-05,5.9e-05,4.4e-05,4.6e-05,5e-05,5e-05,4.6e-05,5.1e-05,5e-05,5.4e-05,5.3e-05,5.3e-05,5.5e-05,5e-05,4.9e-05,5.2e-05,5.3e-05,5.4e-05
294,6.3e-05,6.4e-05,6.2e-05,6.6e-05,6.6e-05,6.5e-05,6.9e-05,6.3e-05,7.1e-05,6.8e-05,6.6e-05,6.8e-05,6.3e-05,6.3e-05,6.6e-05,6.1e-05,4.9e-05,4.7e-05,5.1e-05,5.1e-05,4.7e-05,4.6e-05,4e-05,4.4e-05,6.5e-05,5.7e-05,6.8e-05,6.2e-05,6.8e-05,6.7e-05,6e-05,6e-05
295,6.5e-05,5.9e-05,6.6e-05,6.8e-05,6.8e-05,5.9e-05,6.4e-05,6.8e-05,7.3e-05,6.5e-05,6.8e-05,6.7e-05,6.5e-05,6.5e-05,6.1e-05,6.5e-05,6.7e-05,7.3e-05,5.5e-05,5.7e-05,6.5e-05,6.5e-05,7.1e-05,6.5e-05,5.8e-05,6.6e-05,7e-05,7.4e-05,6.3e-05,6.4e-05,6.7e-05,6.4e-05
296,8.2e-05,6.6e-05,7.6e-05,7.2e-05,7.3e-05,6.9e-05,6.7e-05,7.7e-05,8.1e-05,8e-05,7.3e-05,7.8e-05,7.2e-05,8.8e-05,7.5e-05,8e-05,5.9e-05,6.7e-05,6.3e-05,6.5e-05,6.5e-05,6.1e-05,5.8e-05,6.3e-05,6.7e-05,7.2e-05,7e-05,7.1e-05,7.4e-05,7.3e-05,7.7e-05,7.7e-05
